0	-0.00058
0.00004	-0.00042
0.00008	-0.00026
0.00012	-0.00009
0.00016	0.00007
0.0002	0.00024
0.00024	0.00041
0.00028	0.00059
0.00032	0.00076
0.00036	0.00094
0.0004	0.00112
0.00044	0.0013
0.00048	0.00148
0.00052	0.00167
0.00056	0.00185
0.0006	0.00203
0.00064	0.00222
0.00068	0.0024
0.00072	0.00259
0.00076	0.00277
0.0008	0.00296
0.00084	0.00314
0.00088	0.00333
0.00092	0.00351
0.00096	0.00369
0.001	0.00387
0.00104	0.00405
0.00108	0.00423
0.00112	0.0044
0.00116	0.00458
0.0012	0.00475
0.00124	0.00492
0.00128	0.00508
0.00132	0.00525
0.00136	0.00541
0.0014	0.00557
0.00144	0.00572
0.00148	0.00587
0.00152	0.00602
0.00156	0.00616
0.0016	0.0063
0.00164	0.00644
0.00168	0.00657
0.00172	0.0067
0.00176	0.00682
0.0018	0.00694
0.00184	0.00705
0.00188	0.00715
0.00192	0.00725
0.00196	0.00735
0.002	0.00744
0.00204	0.00743
0.00208	0.00742
0.00212	0.0074
0.00216	0.00738
0.0022	0.00735
0.00224	0.00731
0.00228	0.00727
0.00232	0.00722
0.00236	0.00717
0.0024	0.00711
0.00244	0.00704
0.00248	0.00697
0.00252	0.0069
0.00256	0.00681
0.0026	0.00673
0.00264	0.00663
0.00268	0.00653
0.00272	0.00643
0.00276	0.00632
0.0028	0.0062
0.00284	0.00608
0.00288	0.00596
0.00292	0.00583
0.00296	0.00569
0.003	0.00555
0.00304	0.0054
0.00308	0.00525
0.00312	0.00509
0.00316	0.00493
0.0032	0.00476
0.00324	0.00459
0.00328	0.00441
0.00332	0.00423
0.00336	0.00404
0.0034	0.00385
0.00344	0.00365
0.00348	0.00345
0.00352	0.00324
0.00356	0.00303
0.0036	0.00281
0.00364	0.00259
0.00368	0.00237
0.00372	0.00214
0.00376	0.0019
0.0038	0.00166
0.00384	0.00141
0.00388	0.00117
0.00392	0.00091
0.00396	0.00065
0.004	0.00039
0.00404	0.00007
0.00408	-0.00026
0.00412	-0.00059
0.00416	-0.00092
0.0042	-0.00126
0.00424	-0.00161
0.00428	-0.00195
0.00432	-0.0023
0.00436	-0.00265
0.0044	-0.00301
0.00444	-0.00336
0.00448	-0.00373
0.00452	-0.00409
0.00456	-0.00445
0.0046	-0.00482
0.00464	-0.00519
0.00468	-0.00556
0.00472	-0.00593
0.00476	-0.00631
0.0048	-0.00668
0.00484	-0.00706
0.00488	-0.00744
0.00492	-0.00782
0.00496	-0.00819
0.005	-0.00857
0.00504	-0.00895
0.00508	-0.00933
0.00512	-0.00971
0.00516	-0.01009
0.0052	-0.01047
0.00524	-0.01085
0.00528	-0.01123
0.00532	-0.01161
0.00536	-0.01198
0.0054	-0.01236
0.00544	-0.01273
0.00548	-0.01311
0.00552	-0.01348
0.00556	-0.01385
0.0056	-0.01421
0.00564	-0.01458
0.00568	-0.01494
0.00572	-0.0153
0.00576	-0.01566
0.0058	-0.01601
